tweet_id,user_id,topic,text,retweet_count,like_count,reply_count,hashtag_count,mention_count
1482,77,Sports,Sharing my Sports predictions for this year.,0,8,1,5,1
1483,384,Travel,Hot take on Travel -- long thread incoming.,0,15,2,3,3
1484,370,Gaming,Sharing my Gaming predictions for this year.,8,13,0,5,0
1485,147,Politics,What do you think about Politics? Let me know.,1,13,2,0,0
1486,310,Sports,This Sports trend is changing everything.,10,12,0,1,0
1487,203,Finance,Sharing my Finance predictions for this year.,0,3,2,4,2
1488,471,Fashion,This Fashion trend is changing everything.,2,10,0,2,1
1489,217,Sports,Hot take on Sports -- long thread incoming.,26,1,0,0,3
1490,487,Sports,Big news in the Sports world today!,3,4,1,3,0
1491,113,Finance,What do you think about Finance? Let me know.,5,12,0,5,0
1492,419,Health,Sharing my Health predictions for this year.,0,23,0,2,3
1493,424,Finance,What do you think about Finance? Let me know.,1,9,0,0,2
1494,332,Finance,Big news in the Finance world today!,1,4,1,2,0
1495,54,Politics,New research on Politics just dropped -- fascinating.,7,17,0,4,2
1496,15,Tech,Hot take on Tech -- long thread incoming.,13,3,1,1,0
1497,34,Tech,My experience with Tech so far this month.,3,16,4,0,2
1498,97,Travel,Big news in the Travel world today!,1,16,1,5,0
1499,124,Music,Excited about the latest developments in Music.,5,18,4,4,0
1500,289,Health,Just published a new post on Health!,0,22,0,0,2
1501,48,Music,Just published a new post on Music!,3,5,1,2,2
1502,491,Finance,This Finance trend is changing everything.,2,4,1,1,2
1503,385,Finance,New research on Finance just dropped -- fascinating.,1,7,0,1,0
1504,170,Finance,This Finance trend is changing everything.,13,18,0,0,1
1505,13,Fashion,Cannot believe what is happening in Fashion.,1,15,2,3,0
1506,149,Sports,What do you think about Sports? Let me know.,3,19,0,5,3
1507,41,Politics,Big news in the Politics world today!,1,17,0,1,1
1508,394,Sports,This Sports trend is changing everything.,7,4,1,4,2
1509,230,Sports,New research on Sports just dropped -- fascinating.,2,8,0,2,2
1510,320,Finance,Just published a new post on Finance!,3,13,0,5,3
1511,123,Tech,My experience with Tech so far this month.,1,12,1,4,0
1512,491,Sports,My experience with Sports so far this month.,1,4,1,5,3
1513,50,AI,What do you think about AI? Let me know.,1,8,9,2,0
1514,256,Politics,Sharing my Politics predictions for this year.,5,9,1,2,1
1515,479,Music,What do you think about Music? Let me know.,3,0,0,0,2
1516,296,Gaming,New research on Gaming just dropped -- fascinating.,0,2,2,0,0
1517,92,Health,Hot take on Health -- long thread incoming.,6,12,4,3,2
1518,391,Health,What do you think about Health? Let me know.,1,9,4,0,3
1519,21,Gaming,Hot take on Gaming -- long thread incoming.,0,10,0,3,3
1520,439,Fashion,What do you think about Fashion? Let me know.,10,10,0,3,2
1521,263,Fashion,New research on Fashion just dropped -- fascinating.,12,15,0,2,0
1522,350,Finance,This Finance trend is changing everything.,4,3,2,3,2
1523,450,AI,My experience with AI so far this month.,6,12,2,5,0
1524,380,Tech,This Tech trend is changing everything.,5,8,1,0,1
1525,437,Politics,Hot take on Politics -- long thread incoming.,0,10,2,3,1
1526,292,Finance,Excited about the latest developments in Finance.,0,14,1,1,3
1527,448,Health,Excited about the latest developments in Health.,3,4,2,2,3
1528,240,Travel,Sharing my Travel predictions for this year.,12,16,0,0,0
1529,93,Politics,Cannot believe what is happening in Politics.,4,24,0,3,1
1530,206,Gaming,Excited about the latest developments in Gaming.,2,5,1,2,2
1531,310,Health,Big news in the Health world today!,5,26,0,5,3
1532,59,Music,Sharing my Music predictions for this year.,7,8,0,0,1
1533,486,Health,What do you think about Health? Let me know.,4,9,3,5,1
1534,164,Fashion,Just published a new post on Fashion!,0,3,1,4,3
1535,32,Gaming,Cannot believe what is happening in Gaming.,1,19,0,3,1
1536,28,Tech,Just published a new post on Tech!,4,0,4,5,3
1537,139,Music,What do you think about Music? Let me know.,6,30,1,0,1
1538,36,Music,Cannot believe what is happening in Music.,3,1,3,0,2
1539,448,Health,Cannot believe what is happening in Health.,2,11,4,4,1
1540,343,Music,What do you think about Music? Let me know.,10,15,2,0,0
1541,459,Finance,New research on Finance just dropped -- fascinating.,5,14,0,2,1
1542,102,Gaming,Cannot believe what is happening in Gaming.,1,19,1,3,3
1543,275,Sports,Cannot believe what is happening in Sports.,4,13,2,2,3
1544,422,AI,This AI trend is changing everything.,3,2,0,4,1
1545,40,Fashion,My experience with Fashion so far this month.,12,4,0,1,2
1546,341,Gaming,Just published a new post on Gaming!,1,4,6,1,3
1547,479,Sports,Sharing my Sports predictions for this year.,13,9,0,2,0
1548,406,Finance,Hot take on Finance -- long thread incoming.,0,50,0,4,0
1549,231,Sports,Sharing my Sports predictions for this year.,0,3,0,5,0
1550,19,Tech,Big news in the Tech world today!,11,7,0,3,1
1551,308,Finance,Big news in the Finance world today!,0,8,1,2,1
1552,488,Tech,My experience with Tech so far this month.,17,9,1,0,2
1553,417,Gaming,Just published a new post on Gaming!,6,1,0,2,2
1554,258,Politics,Sharing my Politics predictions for this year.,1,3,1,5,3
1555,212,Finance,New research on Finance just dropped -- fascinating.,0,5,0,2,3
1556,268,Gaming,Excited about the latest developments in Gaming.,1,7,3,1,3
1557,220,Gaming,What do you think about Gaming? Let me know.,10,6,5,4,1
1558,278,Finance,Cannot believe what is happening in Finance.,0,17,1,2,3
1559,325,Music,My experience with Music so far this month.,11,7,2,0,0
1560,413,Politics,Excited about the latest developments in Politics.,6,17,0,5,0
1561,316,Finance,Excited about the latest developments in Finance.,4,7,3,3,0
1562,325,Health,This Health trend is changing everything.,0,25,3,4,0
1563,342,Music,Cannot believe what is happening in Music.,2,6,1,1,1
1564,398,Health,This Health trend is changing everything.,3,9,0,3,0
1565,101,Health,Excited about the latest developments in Health.,4,33,1,2,3
1566,212,Finance,Just published a new post on Finance!,4,5,3,2,1
1567,260,Music,Hot take on Music -- long thread incoming.,0,5,1,5,2
1568,158,Finance,Big news in the Finance world today!,1,13,2,0,3
1569,17,AI,Just published a new post on AI!,16,14,0,1,2
1570,431,Travel,My experience with Travel so far this month.,3,11,0,2,2
1571,88,Fashion,Cannot believe what is happening in Fashion.,2,6,3,1,3
1572,99,Fashion,Cannot believe what is happening in Fashion.,6,1,1,0,3
1573,66,Finance,What do you think about Finance? Let me know.,2,3,4,3,2
1574,265,Sports,Cannot believe what is happening in Sports.,2,18,6,1,0
1575,364,Sports,This Sports trend is changing everything.,0,7,2,0,3
1576,432,Music,This Music trend is changing everything.,3,11,0,1,2
1577,105,Politics,Excited about the latest developments in Politics.,7,13,0,0,3
1578,6,Fashion,What do you think about Fashion? Let me know.,0,11,2,0,0
1579,293,Finance,Just published a new post on Finance!,1,9,0,5,1
1580,233,Gaming,What do you think about Gaming? Let me know.,5,36,0,1,1
1581,153,Tech,This Tech trend is changing everything.,3,11,0,1,3
1582,395,Music,Just published a new post on Music!,1,7,0,2,0
1583,479,Sports,Just published a new post on Sports!,2,41,2,5,0
1584,57,Health,My experience with Health so far this month.,5,7,1,0,0
1585,73,Music,Hot take on Music -- long thread incoming.,12,18,0,1,0
1586,40,Health,New research on Health just dropped -- fascinating.,0,7,1,1,3
1587,52,Health,Just published a new post on Health!,3,11,0,3,0
1588,250,Politics,Big news in the Politics world today!,11,0,0,5,3
1589,193,Gaming,Sharing my Gaming predictions for this year.,4,3,7,1,1
1590,153,AI,What do you think about AI? Let me know.,0,1,1,5,0
1591,61,Gaming,New research on Gaming just dropped -- fascinating.,4,2,2,3,0
1592,82,Travel,Hot take on Travel -- long thread incoming.,5,21,0,0,1
1593,311,AI,This AI trend is changing everything.,7,22,4,0,1
1594,111,Gaming,Excited about the latest developments in Gaming.,0,37,3,1,0
1595,168,Sports,Big news in the Sports world today!,5,7,3,0,1
1596,138,Music,Sharing my Music predictions for this year.,10,10,0,1,0
1597,179,Travel,Hot take on Travel -- long thread incoming.,1,5,0,3,3
1598,224,Travel,Cannot believe what is happening in Travel.,0,16,2,1,2
1599,89,Tech,Hot take on Tech -- long thread incoming.,1,9,0,3,0
1600,299,Fashion,Hot take on Fashion -- long thread incoming.,0,26,0,1,1
1601,489,Health,Cannot believe what is happening in Health.,1,2,2,3,3
1602,306,Music,New research on Music just dropped -- fascinating.,13,1,0,4,0
1603,311,Finance,Cannot believe what is happening in Finance.,0,7,0,1,2
1604,192,Politics,Sharing my Politics predictions for this year.,9,7,2,1,0
1605,491,Travel,Hot take on Travel -- long thread incoming.,2,3,3,4,3
1606,151,Fashion,This Fashion trend is changing everything.,16,7,1,2,3
1607,16,Politics,What do you think about Politics? Let me know.,4,3,1,2,3
1608,405,Sports,New research on Sports just dropped -- fascinating.,0,21,5,1,0
1609,111,Gaming,New research on Gaming just dropped -- fascinating.,10,8,3,1,2
1610,63,AI,New research on AI just dropped -- fascinating.,0,2,1,5,0
1611,368,Gaming,Big news in the Gaming world today!,1,5,0,3,2
1612,461,Tech,This Tech trend is changing everything.,5,2,2,0,3
1613,146,Fashion,Big news in the Fashion world today!,5,13,1,4,1
1614,53,Travel,Hot take on Travel -- long thread incoming.,3,1,2,5,0
1615,294,Finance,Cannot believe what is happening in Finance.,1,17,1,2,2
1616,102,Tech,Just published a new post on Tech!,0,11,0,3,3
1617,24,Music,Cannot believe what is happening in Music.,0,8,0,0,0
1618,232,Sports,My experience with Sports so far this month.,1,13,0,2,3
1619,122,Fashion,Just published a new post on Fashion!,1,21,0,2,0
1620,330,Fashion,Just published a new post on Fashion!,3,20,0,3,2
1621,68,Finance,Just published a new post on Finance!,12,12,0,4,0
1622,173,AI,Excited about the latest developments in AI.,18,7,4,3,0
1623,425,Finance,Hot take on Finance -- long thread incoming.,0,11,5,2,2
1624,386,Gaming,Cannot believe what is happening in Gaming.,1,9,1,0,2
1625,253,Fashion,Just published a new post on Fashion!,11,3,0,3,2
1626,357,Health,Sharing my Health predictions for this year.,25,6,2,5,0
1627,432,Gaming,My experience with Gaming so far this month.,4,15,0,0,0
1628,115,AI,Just published a new post on AI!,0,27,0,1,0
1629,166,Finance,Big news in the Finance world today!,0,1,0,1,0
1630,98,Gaming,This Gaming trend is changing everything.,5,9,1,0,0
1631,133,AI,Excited about the latest developments in AI.,3,23,3,0,2
1632,39,Music,New research on Music just dropped -- fascinating.,1,9,0,5,3
1633,139,Sports,What do you think about Sports? Let me know.,0,15,1,4,3
1634,62,Sports,New research on Sports just dropped -- fascinating.,2,4,1,1,3
1635,327,Health,Excited about the latest developments in Health.,4,17,2,4,1
1636,296,Health,Sharing my Health predictions for this year.,0,9,0,2,2
1637,396,Health,Big news in the Health world today!,2,11,2,0,2
1638,393,Music,Excited about the latest developments in Music.,8,3,1,2,1
1639,338,Tech,Excited about the latest developments in Tech.,2,12,1,0,3
1640,31,Tech,Just published a new post on Tech!,1,12,2,5,1
1641,240,Finance,Big news in the Finance world today!,5,35,1,3,0
1642,175,Tech,My experience with Tech so far this month.,7,17,0,4,2
1643,390,Music,Sharing my Music predictions for this year.,3,10,1,5,1
1644,435,Travel,Excited about the latest developments in Travel.,2,9,4,1,1
1645,470,Gaming,Cannot believe what is happening in Gaming.,5,7,0,3,1
1646,400,Finance,Big news in the Finance world today!,1,9,1,0,2
1647,217,Sports,Hot take on Sports -- long thread incoming.,2,5,0,4,0
1648,76,Health,Excited about the latest developments in Health.,0,12,5,5,0
1649,124,AI,Sharing my AI predictions for this year.,4,7,0,1,2
1650,15,Health,This Health trend is changing everything.,7,4,1,3,2
1651,136,Politics,This Politics trend is changing everything.,1,4,0,0,2
1652,221,Tech,What do you think about Tech? Let me know.,0,14,1,3,3
1653,261,Gaming,Just published a new post on Gaming!,10,2,0,3,2
1654,190,Politics,Just published a new post on Politics!,2,14,0,5,3
1655,375,Finance,Big news in the Finance world today!,0,16,0,2,1
1656,207,Sports,My experience with Sports so far this month.,3,6,0,2,3
1657,266,Finance,Excited about the latest developments in Finance.,0,2,0,5,0
1658,331,Tech,Excited about the latest developments in Tech.,1,7,1,1,0
1659,28,AI,My experience with AI so far this month.,4,0,0,2,1
1660,34,Travel,Excited about the latest developments in Travel.,1,16,1,2,1
1661,452,Fashion,Cannot believe what is happening in Fashion.,1,17,0,3,3
1662,52,Tech,Hot take on Tech -- long thread incoming.,2,14,0,3,1
1663,88,Tech,New research on Tech just dropped -- fascinating.,1,22,0,5,2
1664,362,Fashion,Hot take on Fashion -- long thread incoming.,18,14,0,5,0
1665,49,Sports,This Sports trend is changing everything.,5,4,0,5,3
1666,379,Music,Big news in the Music world today!,2,25,1,1,2
1667,349,Politics,What do you think about Politics? Let me know.,1,7,2,1,2
1668,461,Health,What do you think about Health? Let me know.,1,15,0,0,3
1669,220,Gaming,Just published a new post on Gaming!,1,30,1,1,2
1670,452,Politics,What do you think about Politics? Let me know.,7,11,1,5,0
1671,305,Gaming,Sharing my Gaming predictions for this year.,29,5,0,4,0
1672,251,Tech,Sharing my Tech predictions for this year.,7,14,0,0,0
1673,420,AI,My experience with AI so far this month.,1,3,4,5,2
1674,428,Tech,This Tech trend is changing everything.,0,15,3,4,1
1675,387,Sports,Excited about the latest developments in Sports.,4,17,1,0,2
1676,412,Gaming,Sharing my Gaming predictions for this year.,9,3,1,3,2
1677,280,Music,Sharing my Music predictions for this year.,4,11,3,2,2
1678,235,AI,New research on AI just dropped -- fascinating.,0,9,1,2,2
1679,457,Travel,My experience with Travel so far this month.,3,4,0,3,0
1680,139,Travel,Just published a new post on Travel!,5,20,2,1,3
1681,439,Tech,What do you think about Tech? Let me know.,1,8,0,2,3
1682,16,Tech,My experience with Tech so far this month.,2,13,6,5,3
1683,185,Tech,Excited about the latest developments in Tech.,4,7,0,1,3
1684,328,Politics,Hot take on Politics -- long thread incoming.,3,31,0,5,3
1685,491,Travel,What do you think about Travel? Let me know.,1,8,3,2,2
1686,455,Gaming,Cannot believe what is happening in Gaming.,13,22,1,4,3
1687,484,Music,Hot take on Music -- long thread incoming.,3,9,0,1,0
1688,297,Travel,New research on Travel just dropped -- fascinating.,6,11,0,4,0
1689,222,Health,My experience with Health so far this month.,3,12,0,2,2
1690,57,AI,Sharing my AI predictions for this year.,0,28,0,5,1
1691,239,Sports,This Sports trend is changing everything.,0,8,2,2,1
1692,156,Health,Hot take on Health -- long thread incoming.,7,29,1,0,2
1693,8,Health,Just published a new post on Health!,1,28,1,1,2
1694,423,Fashion,Excited about the latest developments in Fashion.,8,3,2,0,3
1695,157,AI,Cannot believe what is happening in AI.,13,14,3,2,0
1696,26,Music,What do you think about Music? Let me know.,0,19,5,2,2
1697,403,Travel,This Travel trend is changing everything.,0,15,1,1,0
1698,366,Music,What do you think about Music? Let me know.,3,22,1,5,1
1699,222,Fashion,Excited about the latest developments in Fashion.,13,7,2,2,1
1700,17,Health,New research on Health just dropped -- fascinating.,12,5,0,1,3
1701,217,Finance,Excited about the latest developments in Finance.,4,28,0,2,2
1702,306,Music,What do you think about Music? Let me know.,3,8,0,4,3
1703,348,Gaming,My experience with Gaming so far this month.,0,12,1,1,1
1704,129,Sports,Cannot believe what is happening in Sports.,2,9,1,4,1
1705,155,Music,Excited about the latest developments in Music.,1,17,4,2,3
1706,280,Sports,Cannot believe what is happening in Sports.,23,16,1,3,0
1707,71,Travel,Sharing my Travel predictions for this year.,4,21,1,5,2
1708,258,Gaming,Sharing my Gaming predictions for this year.,2,8,1,2,3
1709,239,Finance,Cannot believe what is happening in Finance.,5,9,4,3,0
1710,468,Travel,Just published a new post on Travel!,6,5,1,3,0
1711,387,Sports,My experience with Sports so far this month.,11,3,1,2,1
1712,298,Travel,New research on Travel just dropped -- fascinating.,2,20,1,1,2
1713,28,Finance,What do you think about Finance? Let me know.,4,11,1,3,0
1714,237,Travel,Sharing my Travel predictions for this year.,3,6,1,0,0
1715,29,Music,Excited about the latest developments in Music.,4,65,1,2,0
1716,421,Music,My experience with Music so far this month.,18,24,1,3,2
1717,443,AI,Excited about the latest developments in AI.,2,9,1,5,0
1718,360,Tech,This Tech trend is changing everything.,4,5,8,1,3
1719,70,Tech,What do you think about Tech? Let me know.,6,17,3,2,2
1720,369,AI,Sharing my AI predictions for this year.,5,18,0,4,1
1721,59,Politics,Just published a new post on Politics!,0,8,2,1,0
1722,267,Politics,Big news in the Politics world today!,0,18,0,1,0
1723,243,AI,This AI trend is changing everything.,1,2,0,3,3
1724,29,Politics,Hot take on Politics -- long thread incoming.,10,10,3,3,3
1725,95,Tech,This Tech trend is changing everything.,3,8,4,2,3
1726,440,Fashion,Excited about the latest developments in Fashion.,0,4,2,3,1
1727,326,AI,What do you think about AI? Let me know.,5,2,0,1,1
1728,88,Travel,This Travel trend is changing everything.,6,28,0,1,3
1729,246,Music,Hot take on Music -- long thread incoming.,2,17,2,5,0
1730,492,Fashion,Sharing my Fashion predictions for this year.,10,9,1,2,2
1731,201,Finance,Excited about the latest developments in Finance.,12,5,0,3,3
1732,417,Finance,What do you think about Finance? Let me know.,2,5,0,0,2
1733,235,Politics,My experience with Politics so far this month.,5,2,0,3,0
1734,298,Music,Just published a new post on Music!,4,8,5,5,3
1735,22,Gaming,What do you think about Gaming? Let me know.,5,3,0,3,3
1736,142,AI,What do you think about AI? Let me know.,11,13,5,2,1
1737,179,Travel,Cannot believe what is happening in Travel.,1,2,1,4,0
1738,90,Sports,New research on Sports just dropped -- fascinating.,1,25,3,5,2
1739,236,Sports,Hot take on Sports -- long thread incoming.,6,18,1,5,2
1740,473,Finance,Excited about the latest developments in Finance.,4,19,0,5,3
1741,193,Health,My experience with Health so far this month.,0,5,2,5,1
1742,295,Travel,This Travel trend is changing everything.,2,7,0,2,1
1743,358,Gaming,My experience with Gaming so far this month.,0,13,0,4,2
1744,300,Fashion,Cannot believe what is happening in Fashion.,2,3,3,0,0
1745,16,Sports,Big news in the Sports world today!,10,11,2,0,0
1746,256,Health,New research on Health just dropped -- fascinating.,3,18,0,1,1
1747,54,Sports,Cannot believe what is happening in Sports.,5,1,0,3,0
1748,32,Fashion,Hot take on Fashion -- long thread incoming.,0,5,0,0,0
1749,434,Politics,Sharing my Politics predictions for this year.,2,21,3,2,0
1750,473,Sports,New research on Sports just dropped -- fascinating.,13,4,0,0,3
1751,194,Sports,My experience with Sports so far this month.,1,11,1,4,1
1752,101,Music,Sharing my Music predictions for this year.,5,17,3,3,2
1753,116,Tech,What do you think about Tech? Let me know.,0,7,1,3,1
1754,45,Fashion,Just published a new post on Fashion!,8,24,0,5,0
1755,105,AI,What do you think about AI? Let me know.,1,15,0,0,2
1756,397,Finance,My experience with Finance so far this month.,6,1,1,4,0
1757,175,Sports,This Sports trend is changing everything.,3,25,0,3,1
1758,427,Tech,My experience with Tech so far this month.,16,13,2,3,2
1759,183,Fashion,This Fashion trend is changing everything.,8,19,0,1,0
1760,225,Finance,Cannot believe what is happening in Finance.,1,16,6,0,0
1761,66,Travel,Hot take on Travel -- long thread incoming.,5,4,3,0,0
1762,256,Tech,Just published a new post on Tech!,3,10,8,4,2
1763,12,Tech,Hot take on Tech -- long thread incoming.,12,4,0,2,3
1764,361,Gaming,Excited about the latest developments in Gaming.,6,12,0,1,2
1765,39,Travel,My experience with Travel so far this month.,4,2,5,1,2
1766,205,Fashion,Just published a new post on Fashion!,2,23,1,4,0
1767,299,Health,Hot take on Health -- long thread incoming.,4,1,0,5,0
1768,17,Gaming,Cannot believe what is happening in Gaming.,20,21,3,2,1
1769,172,AI,What do you think about AI? Let me know.,6,5,2,1,2
1770,474,AI,Big news in the AI world today!,15,6,2,3,0
1771,413,Fashion,My experience with Fashion so far this month.,0,10,0,5,0
1772,178,Politics,Cannot believe what is happening in Politics.,0,1,4,4,0
1773,455,Travel,Sharing my Travel predictions for this year.,1,14,0,1,2
1774,371,AI,Excited about the latest developments in AI.,2,1,0,0,3
1775,260,Tech,New research on Tech just dropped -- fascinating.,4,9,7,3,3
1776,156,Tech,Just published a new post on Tech!,1,2,3,0,0
1777,397,Tech,This Tech trend is changing everything.,0,20,2,4,3
1778,350,AI,This AI trend is changing everything.,8,25,0,3,0
1779,199,Finance,What do you think about Finance? Let me know.,3,4,0,3,3
1780,282,Sports,Excited about the latest developments in Sports.,17,4,1,3,0
1781,460,Fashion,New research on Fashion just dropped -- fascinating.,5,21,1,2,1
1782,176,Finance,Just published a new post on Finance!,6,11,4,1,1
1783,48,Fashion,Just published a new post on Fashion!,0,5,1,1,3
1784,383,Travel,My experience with Travel so far this month.,5,6,0,0,0
1785,448,Tech,Just published a new post on Tech!,6,2,2,0,0
1786,65,Health,What do you think about Health? Let me know.,0,17,0,2,0
1787,161,Gaming,My experience with Gaming so far this month.,2,11,0,5,1
1788,150,Sports,My experience with Sports so far this month.,11,1,4,3,3
1789,337,Politics,Excited about the latest developments in Politics.,6,8,3,0,2
1790,481,Travel,Big news in the Travel world today!,8,23,3,3,2
1791,460,Tech,Sharing my Tech predictions for this year.,0,13,7,5,2
1792,483,Gaming,This Gaming trend is changing everything.,4,11,0,2,1
1793,270,Music,New research on Music just dropped -- fascinating.,0,12,2,5,0
1794,28,Gaming,Cannot believe what is happening in Gaming.,0,8,0,5,3
1795,144,Politics,Big news in the Politics world today!,1,8,0,1,1
1796,157,Travel,Big news in the Travel world today!,0,4,7,0,2
1797,372,Sports,Just published a new post on Sports!,3,9,1,1,3
1798,333,Health,Excited about the latest developments in Health.,0,3,1,0,3
1799,429,AI,Hot take on AI -- long thread incoming.,1,21,1,2,3
1800,154,Politics,Just published a new post on Politics!,5,3,0,2,3
1801,254,AI,Cannot believe what is happening in AI.,0,3,1,3,3
1802,23,Tech,Big news in the Tech world today!,2,17,1,3,1
1803,338,Finance,This Finance trend is changing everything.,0,9,0,0,2
1804,17,Travel,New research on Travel just dropped -- fascinating.,10,9,0,0,2
1805,473,Music,My experience with Music so far this month.,11,12,0,1,0
1806,175,Fashion,Cannot believe what is happening in Fashion.,3,19,0,3,0
1807,414,Politics,This Politics trend is changing everything.,8,11,3,3,2
1808,440,Travel,Sharing my Travel predictions for this year.,19,7,1,3,2
1809,84,Finance,Sharing my Finance predictions for this year.,5,13,0,5,1
1810,68,AI,Hot take on AI -- long thread incoming.,3,5,0,5,2
1811,44,Tech,This Tech trend is changing everything.,28,19,1,2,2
1812,293,Finance,Just published a new post on Finance!,7,5,2,4,2
1813,186,Music,Hot take on Music -- long thread incoming.,3,16,6,5,0
1814,64,Music,My experience with Music so far this month.,3,6,2,5,2
1815,429,Music,What do you think about Music? Let me know.,5,14,0,3,3
1816,9,Health,Just published a new post on Health!,20,0,4,3,0
1817,495,Gaming,Sharing my Gaming predictions for this year.,9,11,0,5,1
1818,210,AI,My experience with AI so far this month.,1,5,0,0,2
1819,460,Fashion,This Fashion trend is changing everything.,6,17,0,2,0
1820,226,Sports,Hot take on Sports -- long thread incoming.,13,5,2,2,2
1821,445,Health,What do you think about Health? Let me know.,3,20,1,1,1
1822,76,Fashion,Just published a new post on Fashion!,3,12,1,1,0
1823,336,AI,What do you think about AI? Let me know.,4,5,0,5,3
1824,297,Gaming,Just published a new post on Gaming!,2,33,3,4,1
1825,32,Music,Hot take on Music -- long thread incoming.,6,12,0,0,2
1826,277,AI,My experience with AI so far this month.,16,4,5,1,2
1827,56,Politics,This Politics trend is changing everything.,1,2,0,3,0
1828,262,Politics,Big news in the Politics world today!,0,11,2,1,2
1829,293,Gaming,Cannot believe what is happening in Gaming.,7,5,3,0,3
1830,449,Music,What do you think about Music? Let me know.,1,11,0,0,2
1831,311,Gaming,New research on Gaming just dropped -- fascinating.,4,13,0,3,2
1832,241,Music,My experience with Music so far this month.,7,3,3,0,1
1833,189,AI,Hot take on AI -- long thread incoming.,2,2,2,1,0
1834,55,Fashion,Big news in the Fashion world today!,5,13,1,2,2
1835,482,Tech,Cannot believe what is happening in Tech.,1,2,0,4,0
1836,337,Sports,Cannot believe what is happening in Sports.,4,0,2,5,0
1837,490,Politics,Big news in the Politics world today!,9,11,2,4,3
1838,276,Politics,This Politics trend is changing everything.,0,5,2,0,3
1839,338,Travel,This Travel trend is changing everything.,8,9,0,3,2
1840,138,Tech,My experience with Tech so far this month.,2,2,0,2,1
1841,169,Tech,New research on Tech just dropped -- fascinating.,2,21,0,1,3
1842,162,Politics,Big news in the Politics world today!,4,13,1,3,3
1843,186,Politics,New research on Politics just dropped -- fascinating.,1,28,0,4,0
1844,469,Gaming,Sharing my Gaming predictions for this year.,10,8,0,4,1
1845,230,Finance,Big news in the Finance world today!,1,11,1,4,1
1846,474,Travel,Big news in the Travel world today!,5,10,1,3,1
1847,311,Music,Hot take on Music -- long thread incoming.,2,11,0,2,2
1848,61,Politics,Cannot believe what is happening in Politics.,0,3,0,3,1
1849,295,Health,Big news in the Health world today!,13,41,2,1,3
1850,8,Sports,Excited about the latest developments in Sports.,0,2,1,3,2
1851,392,Travel,Sharing my Travel predictions for this year.,4,16,0,5,0
1852,65,AI,Cannot believe what is happening in AI.,4,6,1,0,1
1853,38,Sports,This Sports trend is changing everything.,11,16,2,4,3
1854,463,Finance,New research on Finance just dropped -- fascinating.,2,3,3,1,3
1855,357,Travel,Big news in the Travel world today!,3,17,5,5,2
1856,61,Gaming,New research on Gaming just dropped -- fascinating.,4,8,0,4,0
1857,370,AI,Excited about the latest developments in AI.,0,9,1,5,2
1858,487,Health,Cannot believe what is happening in Health.,0,35,0,5,3
1859,380,Finance,Hot take on Finance -- long thread incoming.,0,7,1,3,1
1860,376,Sports,My experience with Sports so far this month.,11,19,1,4,0
1861,78,AI,My experience with AI so far this month.,5,5,2,4,2
1862,346,Health,Cannot believe what is happening in Health.,8,12,1,2,3
1863,91,Travel,My experience with Travel so far this month.,1,9,0,2,0
1864,119,Music,Sharing my Music predictions for this year.,8,19,7,2,0
1865,289,Travel,This Travel trend is changing everything.,7,9,1,4,3
1866,147,Gaming,Cannot believe what is happening in Gaming.,1,5,0,2,1
1867,489,Sports,Just published a new post on Sports!,3,7,1,5,1
1868,221,Travel,Hot take on Travel -- long thread incoming.,5,27,1,4,2
1869,51,Gaming,Hot take on Gaming -- long thread incoming.,6,28,5,1,0
1870,148,Music,Sharing my Music predictions for this year.,1,20,3,3,1
1871,454,Sports,Hot take on Sports -- long thread incoming.,6,1,0,2,0
1872,474,Tech,Hot take on Tech -- long thread incoming.,2,6,0,1,0
1873,106,Travel,This Travel trend is changing everything.,6,14,1,1,0
1874,307,AI,This AI trend is changing everything.,3,8,4,4,1
1875,4,Health,Just published a new post on Health!,0,11,1,2,1
1876,145,Fashion,Cannot believe what is happening in Fashion.,4,11,2,5,3
1877,267,Sports,Sharing my Sports predictions for this year.,9,7,7,2,0
1878,367,Politics,Sharing my Politics predictions for this year.,7,2,0,3,3
1879,135,Politics,What do you think about Politics? Let me know.,0,11,3,2,0
1880,496,Gaming,Excited about the latest developments in Gaming.,0,15,6,5,1
1881,373,Politics,New research on Politics just dropped -- fascinating.,0,16,1,1,2
1882,142,Health,This Health trend is changing everything.,2,11,0,5,0
1883,362,Gaming,Just published a new post on Gaming!,0,2,3,3,0
1884,478,Travel,New research on Travel just dropped -- fascinating.,0,4,1,1,0
1885,486,AI,Big news in the AI world today!,6,20,0,1,3
1886,447,Tech,Big news in the Tech world today!,4,3,1,2,3
1887,78,Health,What do you think about Health? Let me know.,5,8,0,5,3
1888,145,Sports,Big news in the Sports world today!,2,0,0,5,0
1889,487,Travel,Big news in the Travel world today!,1,20,3,0,3
1890,35,Health,This Health trend is changing everything.,4,18,2,4,1
1891,364,Sports,Just published a new post on Sports!,0,7,0,3,2
1892,315,Finance,My experience with Finance so far this month.,7,9,0,1,2
1893,248,Travel,What do you think about Travel? Let me know.,10,24,0,2,1
1894,449,Music,Sharing my Music predictions for this year.,0,10,2,3,3
1895,307,Gaming,This Gaming trend is changing everything.,0,41,0,3,2
1896,50,Tech,Excited about the latest developments in Tech.,14,5,1,2,3
1897,497,Health,New research on Health just dropped -- fascinating.,3,23,5,1,3
