user_id,verified,followers_count,following_count,tweet_count,listed_count,account_age_days,follower_following_ratio,tweets_per_day,listed_per_follower,in_degree,out_degree,degree_ratio,pagerank,hits_authority,hits_hub,betweenness,clustering_coef,tweet_count_actual,avg_retweets,avg_likes,avg_replies,avg_hashtags,avg_mentions,total_engagement,influence_score,influential
188,1,10,1561,24,1,3984,0.0064061499039077515,0.006024096385542169,0.1,0,7,0.0,0.00030000000000000003,-0.0,0.0008134624452319833,2.2852984465634126e-05,0.2857142857142857,6.0,6.333333333333333,9.166666666666666,2.8333333333333335,2.0,1.1666666666666667,18.333333333333332,0.10578031610945415,0
189,0,10,819,70,5,2239,0.01221001221001221,0.03126395712371594,0.5,1,11,0.09090909090909091,0.00034068046875,0.0002659386602804992,0.0027423775892852728,4.7991060616242564e-05,0.5151515151515151,8.0,5.375,12.625,1.0,3.0,1.5,19.0,0.10975429259414611,0
190,0,770,423,40,2,2946,1.8203309692671394,0.013577732518669382,0.0025974025974025974,65,7,9.285714285714286,0.01971739509955852,0.017119168855631573,0.001887891253117594,0.004918290062628056,0.0841046277665996,5.0,3.8,10.4,0.6,3.4,2.2,14.799999999999999,0.15133545523871914,1
191,0,20,830,39,5,2929,0.024096385542168676,0.013315124615909868,0.25,0,9,0.0,0.00030000000000000003,-0.0,0.002188624233921635,2.5427591307103246e-05,0.5277777777777778,5.0,4.2,8.8,0.4,2.6,1.2,13.4,0.07743020721457991,0
192,0,10,1766,53,0,90,0.0056625141562853904,0.5888888888888889,0.0,2,9,0.2222222222222222,0.0004219189043356434,0.0005401617417132431,0.0020667268497408537,3.668280305836202e-05,0.509090909090909,9.0,2.7777777777777777,12.88888888888889,1.4444444444444444,1.6666666666666667,1.8888888888888888,17.11111111111111,0.09908228090642025,0
193,1,20,209,31,2,2202,0.09569377990430622,0.01407811080835604,0.1,3,8,0.375,0.00043590459393758627,0.0007699891867562425,0.002204272732170783,1.76134764588781e-05,0.5272727272727272,8.0,2.875,10.25,1.75,2.0,1.5,14.875,0.0863223230575803,0
194,1,10,400,26,13,1509,0.025,0.017229953611663355,1.3,1,7,0.14285714285714285,0.00032146937708754647,0.00029397389769100454,0.002016876159389903,1.1584311551822136e-05,0.6071428571428571,6.0,3.3333333333333335,16.166666666666668,2.0,2.6666666666666665,1.8333333333333333,21.5,0.12410510463075436,0
195,0,20,1985,66,6,3172,0.010075566750629723,0.02080706179066835,0.3,1,9,0.1111111111111111,0.00036375000000000003,0.00019940928527511085,0.0025181844518956126,3.994464040922887e-05,0.6,3.0,3.6666666666666665,18.333333333333332,2.6666666666666665,1.3333333333333333,2.0,24.666666666666668,0.14261844998602932,1
196,1,20,1361,83,12,2915,0.014695077149155033,0.028473413379073758,0.6,3,9,0.3333333333333333,0.0012947731152639546,0.000678336595055971,0.0017829590643634566,5.465995401028132e-05,0.30303030303030304,4.0,4.0,9.5,0.75,2.5,2.75,14.25,0.08517574442385946,0
197,0,40,1361,26,1,1960,0.029390154298310066,0.013265306122448979,0.025,3,13,0.23076923076923078,0.002199580269001435,0.0006539263471385578,0.0021899657277242744,0.0001941855796297124,0.31666666666666665,9.0,4.0,12.666666666666666,1.7777777777777777,3.3333333333333335,1.0,18.444444444444443,0.11223429862404975,0
198,0,10,941,28,0,3977,0.010626992561105207,0.00704048277596178,0.0,3,6,0.5,0.001118086640409681,0.0006502211344128065,0.0012941542240669207,4.4935922715578406e-05,0.3888888888888889,4.0,4.75,12.25,1.75,3.75,1.75,18.75,0.11052017735372939,0
199,0,40,1299,72,1,2543,0.030792917628945343,0.028313016122689737,0.025,5,9,0.5555555555555556,0.00048426232609298276,0.001254045435944515,0.0022172412943748153,0.00026768331556833053,0.4065934065934066,4.0,5.5,7.5,0.25,2.75,2.0,13.25,0.07742643679481444,0
200,0,30,572,35,3,2320,0.05244755244755245,0.015086206896551725,0.1,2,7,0.2857142857142857,0.00037830965223352003,0.00044285025404604966,0.0024270728868336054,1.3701628779173425e-05,0.7222222222222222,4.0,4.75,16.5,1.25,2.0,0.75,22.5,0.13025728482215254,1
201,0,10,571,42,2,1543,0.017513134851138354,0.027219701879455604,0.2,1,2,0.5,0.0004897553310300975,0.0002590658496322373,0.0007295178351700391,0.0,0.6666666666666666,4.0,6.5,6.0,0.75,2.75,2.0,13.25,0.07698166216845,0
202,0,10,832,43,6,3862,0.01201923076923077,0.011134127395132056,0.6,0,6,0.0,0.00030000000000000003,-0.0,0.0023599236082384608,5.832047075350864e-07,0.8666666666666667,2.0,2.0,28.0,2.0,0.0,2.5,32.0,0.18461566750739264,1
203,0,2340,322,34,5,3322,7.267080745341615,0.010234798314268514,0.002136752136752137,174,9,19.333333333333332,0.03909908273719785,0.04553223492830082,0.002536955367710021,0.03062121755841219,0.05224401701263252,8.0,0.75,15.25,1.0,2.25,1.875,17.0,0.24888379089598128,1
204,0,30,985,42,4,502,0.030456852791878174,0.08366533864541832,0.13333333333333333,3,15,0.2,0.0005024649774891692,0.0007799244066531662,0.0028043298381031415,6.143794403720148e-05,0.35294117647058826,5.0,3.2,8.4,2.2,2.6,1.0,13.8,0.08044102780214178,0
205,0,90,1475,22,3,988,0.061016949152542375,0.022267206477732792,0.03333333333333333,16,6,2.6666666666666665,0.004200869809367384,0.00336321538220783,0.002201937626709485,0.0004810794287564284,0.23376623376623376,6.0,5.833333333333333,17.666666666666668,1.5,2.3333333333333335,2.1666666666666665,25.0,0.1564332804141518,1
206,0,10,232,67,3,562,0.04310344827586207,0.11921708185053381,0.3,0,11,0.0,0.00030000000000000003,-0.0,0.0020387806054464283,6.413863200248962e-05,0.509090909090909,4.0,4.0,14.75,2.75,1.75,1.5,21.5,0.12406957338949419,0
207,0,10,1738,47,10,523,0.005753739930955121,0.08986615678776291,1.0,0,6,0.0,0.00030000000000000003,-0.0,0.001871698910382546,0.0,0.6,2.0,2.0,10.5,0.0,1.0,3.0,12.5,0.07211538461372043,0
208,0,100,537,33,1,2976,0.186219739292365,0.011088709677419355,0.01,19,8,2.375,0.002006748699565053,0.004767735948718076,0.001984100635403609,0.000499918803172631,0.21082621082621084,9.0,3.7777777777777777,8.222222222222221,1.6666666666666667,2.888888888888889,1.3333333333333333,13.666666666666666,0.08493148458248241,0
209,1,20,1900,66,0,111,0.010526315789473684,0.5945945945945946,0.0,3,6,0.5,0.00042729470315741754,0.0007587933279886082,0.0014646109635655697,6.195187708179408e-05,0.3611111111111111,2.0,5.0,6.0,1.5,1.0,2.0,12.5,0.07261743481931224,0
210,0,10,895,40,5,2933,0.0111731843575419,0.013637913399249914,0.5,1,9,0.1111111111111111,0.00034250000000000003,0.00019760431083105058,0.002085648053551825,2.5080686403331692e-05,0.5111111111111111,6.0,3.5,8.666666666666666,1.0,1.3333333333333333,1.6666666666666667,13.166666666666666,0.07609450503762617,0
211,0,30,173,49,9,908,0.17341040462427745,0.053964757709251104,0.3,6,12,0.5,0.0005492998743543792,0.0017353012629213599,0.002866692673935748,0.00016521936916855982,0.43137254901960786,3.0,1.6666666666666667,13.333333333333334,0.6666666666666666,4.333333333333333,1.6666666666666667,15.666666666666666,0.09139372204502336,0
212,0,10,1034,26,5,1575,0.009671179883945842,0.01650793650793651,0.5,1,8,0.125,0.0003559533669774765,0.00028162118406590365,0.0021152252032336258,3.7141591046877235e-05,0.5,8.0,4.875,9.75,1.875,1.75,1.75,16.5,0.09536936409456208,0
213,0,20,1699,30,0,3000,0.011771630370806356,0.01,0.0,1,10,0.1,0.00033706931329950766,0.0002581941612884599,0.0025864766328789904,2.4636643194452525e-05,0.5636363636363636,4.0,1.5,13.0,2.5,2.75,1.25,17.0,0.0983044189459051,0
214,0,130,839,37,4,41,0.15494636471990464,0.9024390243902439,0.03076923076923077,14,9,1.5555555555555556,0.001227661967592263,0.003487138428756471,0.0029872179235243194,0.00042617838349969943,0.3359683794466403,9.0,4.333333333333333,6.111111111111111,1.3333333333333333,1.7777777777777777,1.0,11.777777777777777,0.07211437017765968,0
215,0,10,463,24,5,1316,0.02159827213822894,0.0182370820668693,0.5,3,10,0.3,0.0006879319183399489,0.0007297656886423833,0.002471350221486512,0.00015481163875022804,0.4358974358974359,9.0,4.444444444444445,14.444444444444445,2.7777777777777777,2.0,2.111111111111111,21.666666666666668,0.1261777400519364,1
216,0,50,1798,35,3,3758,0.027808676307007785,0.009313464608834487,0.06,9,7,1.2857142857142858,0.000741828804268454,0.0020217119271871294,0.0018951001921111781,0.00016066431198684983,0.30833333333333335,8.0,2.375,14.75,1.25,3.125,1.625,18.375,0.10778411197327015,0
217,1,40,1245,42,6,478,0.0321285140562249,0.08786610878661087,0.15,3,11,0.2727272727272727,0.00044965030822026,0.0006774189059664714,0.003123054247334201,5.9239986178360226e-05,0.5054945054945055,7.0,6.285714285714286,13.285714285714286,0.42857142857142855,2.0,1.2857142857142858,20.0,0.1161692543740262,0
218,0,10,1361,44,0,3293,0.0073475385745775165,0.013361676283024598,0.0,0,4,0.0,0.00030000000000000003,-0.0,0.0012674072724742286,1.490412030367443e-06,0.8333333333333334,6.0,2.1666666666666665,11.0,1.8333333333333333,1.8333333333333333,1.5,15.0,0.08653918449359478,0
219,0,10,1508,31,15,791,0.006631299734748011,0.039190897597977246,1.5,2,6,0.3333333333333333,0.0003620698091673043,0.0005237649217426801,0.0024730360044734386,1.1826466427731326e-05,0.7142857142857143,8.0,6.5,8.875,1.375,2.0,1.625,16.75,0.09681677730840965,0
220,0,10,735,51,6,3215,0.013605442176870748,0.015863141524105753,0.6,0,10,0.0,0.00030000000000000003,-0.0,0.0025141041464065124,3.748094801943533e-05,0.5333333333333333,5.0,3.2,15.0,2.0,2.4,1.4,20.2,0.1165566424938348,0
221,0,180,162,58,9,55,1.1111111111111112,1.0545454545454545,0.05,17,10,1.7,0.0015540770669812054,0.004074371995426345,0.0018055632973475902,0.0006701137261464602,0.15954415954415954,4.0,2.25,18.0,0.75,2.25,2.0,21.0,0.12691651989381675,1
222,0,10,937,49,10,1836,0.010672358591248666,0.026688453159041396,1.0,1,4,0.25,0.0003485208333333334,0.0002602257918839616,0.0019533963727510024,2.2356180455511647e-06,0.8,6.0,4.833333333333333,10.666666666666666,2.1666666666666665,2.0,1.5,17.666666666666668,0.10206207541969332,0
223,0,10,1990,50,4,3600,0.005025125628140704,0.013888888888888888,0.4,1,8,0.125,0.0003415892857142857,0.00016434225663709953,0.0020868257958042507,8.73336856787292e-05,0.3888888888888889,11.0,3.272727272727273,11.636363636363637,1.3636363636363635,3.0,1.9090909090909092,16.272727272727273,0.09404169405793857,0
224,1,20,171,33,5,2585,0.11695906432748537,0.01276595744680851,0.25,2,10,0.2,0.000357704020695762,0.000635844740108678,0.0020694343355866676,4.1066658236741375e-05,0.45454545454545453,3.0,1.6666666666666667,16.333333333333332,1.0,2.0,2.6666666666666665,19.0,0.1099095016558846,0
225,0,20,1617,14,0,1598,0.012368583797155226,0.008760951188986232,0.0,1,11,0.09090909090909091,0.0003480416591124001,0.00023404645184764997,0.0020136347013860485,8.037892275538369e-06,0.42424242424242425,5.0,3.8,11.4,2.2,3.0,2.2,17.4,0.10063524710885476,0
226,0,30,1295,48,0,91,0.023166023166023165,0.5274725274725275,0.0,2,8,0.25,0.00037567207792207793,0.0003897046400301459,0.002170054550053097,1.5050181894696001e-05,0.4888888888888889,1.0,13.0,5.0,2.0,2.0,2.0,20.0,0.11582736508797158,0
227,0,10,1704,92,5,258,0.005868544600938967,0.35658914728682173,0.5,2,11,0.18181818181818182,0.0005488750037235902,0.0006030338459101231,0.0024682200885906883,3.4224200428094155e-05,0.4358974358974359,4.0,4.0,14.25,2.25,3.0,0.5,20.5,0.11899322631038235,0
228,0,10,88,63,3,1868,0.11363636363636363,0.03372591006423983,0.3,3,10,0.3,0.0006122152958282251,0.0006010950142732194,0.002066879831481964,2.353325925312124e-05,0.3974358974358974,2.0,6.5,24.0,1.0,1.5,1.0,31.5,0.18262961531277985,1
229,0,10,546,13,4,636,0.018315018315018316,0.020440251572327043,0.4,1,8,0.125,0.0003995160688243038,0.0002657005430631332,0.002469140975660685,2.9269209672919442e-05,0.6944444444444444,8.0,3.625,7.25,3.375,2.875,1.125,14.25,0.08250859742145944,0
230,0,10,829,48,5,1088,0.012062726176115802,0.04411764705882353,0.5,0,7,0.0,0.00030000000000000003,-0.0,0.0019534012121953863,6.653510664598869e-06,0.5714285714285714,5.0,3.0,8.8,0.2,4.0,1.4,12.0,0.06923399666083367,0
231,0,170,1306,52,3,1758,0.13016845329249618,0.02957906712172924,0.01764705882352941,20,6,3.3333333333333335,0.0022709544134094616,0.004951188113574811,0.001824450040635905,0.00047387967577135513,0.20615384615384616,8.0,2.5,10.75,0.875,2.625,1.625,14.125,0.0890853192371761,0
232,0,30,992,90,1,1509,0.03024193548387097,0.05964214711729622,0.03333333333333333,3,6,0.5,0.002820327840914436,0.0005927661797610792,0.0013285142873702828,0.00010089024865565899,0.4166666666666667,6.0,5.5,9.0,1.5,2.3333333333333335,2.0,16.0,0.09974069189874961,0
233,1,10,1603,51,8,3689,0.006238303181534623,0.013824884792626729,0.8,1,9,0.1111111111111111,0.0003656891225136471,0.0001802049911888077,0.002235442648764649,4.781875379878755e-05,0.5333333333333333,9.0,6.222222222222222,13.777777777777779,0.7777777777777778,2.5555555555555554,0.8888888888888888,20.77777777777778,0.12008170306591494,0
234,0,10,198,84,2,2968,0.050505050505050504,0.02830188679245283,0.2,2,11,0.18181818181818182,0.00035852814250063764,0.0005258911418171916,0.002352922823746458,0.00011655064123541257,0.44871794871794873,3.0,1.0,4.333333333333333,0.0,1.6666666666666667,1.3333333333333333,5.333333333333333,0.030992124738528182,0
235,1,10,1470,49,7,1555,0.006802721088435374,0.031511254019292605,0.7,1,8,0.125,0.0003995160688243038,0.0002657005430631332,0.0022771498586310174,4.566278950812126e-05,0.6388888888888888,5.0,3.6,6.2,0.6,2.4,1.6,10.4,0.06030501102683606,0
236,0,10,1071,42,3,790,0.009337068160597572,0.053164556962025315,0.3,0,9,0.0,0.00030000000000000003,-0.0,0.002256178321930726,3.912331579714538e-06,0.6111111111111112,9.0,2.6666666666666665,13.88888888888889,1.2222222222222223,3.0,1.5555555555555556,17.77777777777778,0.10256600032420268,0
237,0,10,710,74,2,624,0.014084507042253521,0.11858974358974358,0.2,2,8,0.25,0.0012167266645978286,0.0005199635302552676,0.0019505375523391144,8.61896510031902e-05,0.4666666666666667,7.0,2.142857142857143,12.0,0.8571428571428571,2.2857142857142856,0.42857142857142855,15.0,0.08918594424450407,0
238,0,20,1711,79,4,3126,0.011689070718877849,0.02527191298784389,0.2,0,9,0.0,0.00030000000000000003,-0.0,0.0024578910246757816,6.595073234375936e-06,0.6388888888888888,8.0,3.375,10.875,0.125,2.0,1.625,14.375,0.08304607208742194,0
239,0,10,1977,27,3,1622,0.005058168942842691,0.016646115906288533,0.3,0,12,0.0,0.00030000000000000003,-0.0,0.0025079705972084546,6.391712880646489e-05,0.5454545454545454,5.0,2.8,9.2,2.4,3.2,1.4,14.4,0.08310792748390478,0
240,0,30,351,13,5,1085,0.08547008547008547,0.011981566820276499,0.16666666666666666,3,7,0.42857142857142855,0.0004042339750492483,0.0007502880555424829,0.0013162507582481053,2.5709607523838396e-05,0.4222222222222222,5.0,5.8,15.8,1.2,2.0,1.2,22.8,0.13206756525223837,1
241,0,10,1433,45,4,1884,0.006978367062107467,0.02388535031847134,0.4,1,12,0.08333333333333333,0.0003819609819680668,0.0002738735332784371,0.002503214260903128,8.801587744562734e-05,0.41025641025641024,9.0,6.777777777777778,16.11111111111111,0.4444444444444444,2.5555555555555554,2.3333333333333335,23.333333333333332,0.13489104192031517,1
242,0,10,287,8,2,3113,0.03484320557491289,0.00256986829424992,0.2,0,6,0.0,0.00030000000000000003,-0.0,0.001590262081672805,7.389902415086869e-06,0.6,6.0,7.833333333333333,18.833333333333332,1.1666666666666667,1.5,1.1666666666666667,27.833333333333332,0.16058050770789176,1
243,0,10,696,18,3,3420,0.014367816091954023,0.005263157894736842,0.3,1,8,0.125,0.00041370673211536726,0.000267041933533523,0.0028966118822904108,2.5446593636126492e-06,0.75,9.0,2.4444444444444446,12.333333333333334,1.5555555555555556,3.6666666666666665,1.5555555555555556,16.333333333333336,0.09455519994662309,0
244,0,30,712,43,0,3946,0.042134831460674156,0.010897110998479472,0.0,4,12,0.3333333333333333,0.00048728468352584155,0.0010655579842809776,0.0029444918534475093,3.995498145387947e-05,0.4666666666666667,10.0,3.6,15.5,1.4,2.0,1.1,20.5,0.11904130519010872,0
245,0,20,285,37,2,3705,0.07017543859649122,0.009986504723346829,0.1,1,6,0.16666666666666666,0.0003800312301726861,0.0002481265150191701,0.001941995668669231,7.992334512845413e-06,0.7142857142857143,8.0,5.0,12.875,3.375,2.0,1.25,21.25,0.12293768960372223,0
246,0,10,1809,75,0,2078,0.00552791597567717,0.03609239653512993,0.0,4,10,0.4,0.00041842343611130816,0.0009480054680723593,0.002405967036701246,0.00011045011050561551,0.3956043956043956,9.0,2.4444444444444446,22.22222222222222,1.6666666666666667,2.5555555555555554,1.0,26.333333333333332,0.1523132561580063,1
247,0,20,252,40,9,1488,0.07936507936507936,0.026881720430107527,0.45,2,2,1.0,0.0003878283669774765,0.0005633419313114692,0.0007193317089812659,7.153977745763727e-06,0.5,5.0,2.8,8.8,2.0,2.4,1.2,13.600000000000001,0.07882482988876828,0
248,0,10,305,78,1,1891,0.03278688524590164,0.041248016922263354,0.1,1,7,0.14285714285714285,0.00033295716510988273,0.00027868894136993315,0.002501235180748746,8.248764032858949e-06,0.7857142857142857,6.0,5.5,11.5,0.6666666666666666,3.1666666666666665,1.3333333333333333,17.666666666666668,0.10202075455609894,0
249,0,20,647,29,4,1189,0.030911901081916538,0.024390243902439025,0.2,2,10,0.2,0.0004901737371013645,0.000530324621327526,0.0021140363588826234,8.347239114782549e-05,0.48484848484848486,6.0,3.1666666666666665,5.0,1.8333333333333333,2.1666666666666665,1.0,10.0,0.058383522248174405,0
250,0,10,711,40,0,1249,0.014064697609001406,0.032025620496397116,0.0,0,8,0.0,0.00030000000000000003,-0.0,0.0020306387457118074,1.4754794054348571e-05,0.5357142857142857,3.0,7.666666666666667,10.0,1.6666666666666667,3.3333333333333335,1.6666666666666667,19.333333333333336,0.11154561867320935,0
251,0,10,284,56,0,162,0.035211267605633804,0.345679012345679,0.0,0,11,0.0,0.00030000000000000003,-0.0,0.0022524220889381624,3.6596130793070364e-05,0.4727272727272727,6.0,3.3333333333333335,9.833333333333334,2.6666666666666665,2.0,1.6666666666666667,15.833333333333334,0.0913639056020552,0
252,0,10,1418,31,5,115,0.007052186177715092,0.26956521739130435,0.5,1,9,0.1111111111111111,0.00032645874807632794,0.0002818470132049348,0.002033737865042752,4.135893384269655e-05,0.5555555555555556,3.0,1.3333333333333333,6.333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,9.333333333333332,0.05394142140373214,0
253,0,10,583,35,1,1529,0.017152658662092625,0.02289077828646174,0.1,1,5,0.2,0.00248644121518099,0.0002143150244249022,0.0019428718423905088,0.0,0.8666666666666667,7.0,6.714285714285714,10.857142857142858,2.0,2.2857142857142856,1.4285714285714286,19.571428571428573,0.11912675842063544,0
254,0,30,909,69,15,1860,0.033003300330033,0.037096774193548385,0.5,4,5,0.8,0.00045943993960075475,0.0009895339533469117,0.0018654558456164833,3.2743439810011274e-05,0.4722222222222222,4.0,4.0,8.5,1.25,4.25,2.0,13.75,0.08001635437315607,0
255,0,60,1870,58,1,3892,0.03208556149732621,0.014902363823227132,0.016666666666666666,4,6,0.6666666666666666,0.00046708005681668876,0.0007817608641271683,0.0021386409517966127,0.00012694451103019782,0.4666666666666667,6.0,3.6666666666666665,11.0,2.0,2.0,1.8333333333333333,16.666666666666664,0.0972412298644196,0
256,0,10,1854,27,2,3425,0.005393743257820928,0.007883211678832117,0.2,1,11,0.09090909090909091,0.00032276816859547327,0.00033304212501696897,0.0021600664255998748,8.969862039720401e-05,0.4696969696969697,6.0,4.0,9.5,3.1666666666666665,2.0,1.3333333333333333,16.666666666666668,0.09626207195346398,0
257,0,20,1539,31,2,1233,0.01299545159194282,0.025141930251419302,0.1,2,6,0.3333333333333333,0.0003502995568768842,0.0005844318967309019,0.0024202967707312615,5.301608508021334e-06,0.7142857142857143,5.0,5.4,12.4,0.6,2.4,2.0,18.400000000000002,0.10640956835965788,0
258,0,10,819,64,8,2593,0.01221001221001221,0.024681835711531045,0.8,1,9,0.1111111111111111,0.00033550161132812504,0.00019085561646565503,0.002180911959166037,1.549021601117421e-05,0.5555555555555556,14.0,3.7142857142857144,8.928571428571429,2.142857142857143,2.5,1.3571428571428572,14.785714285714285,0.0854106203135991,0
259,0,30,590,28,6,3739,0.05084745762711865,0.007488633324418294,0.2,1,7,0.14285714285714285,0.00034250000000000003,0.000211399905791612,0.0013710531167570978,5.376900735405474e-05,0.4642857142857143,4.0,3.5,12.25,1.0,2.5,1.75,16.75,0.09700185925385842,0
260,0,10,262,79,4,204,0.03816793893129771,0.3872549019607843,0.4,3,11,0.2727272727272727,0.00040776005484158284,0.0007062963101607803,0.0021190217034432425,0.00010675253597510428,0.3516483516483517,6.0,3.0,11.0,2.3333333333333335,2.8333333333333335,1.5,16.333333333333332,0.09458884562365925,0
261,0,30,512,48,2,2840,0.05859375,0.016901408450704224,0.06666666666666667,3,6,0.5,0.00043858922499992697,0.0007131375568565762,0.0015017574795636406,3.7143196956800065e-05,0.5,4.0,7.5,6.5,0.25,2.0,1.0,14.25,0.08284383855301578,0
262,0,10,485,10,3,3122,0.020618556701030927,0.0032030749519538757,0.3,0,6,0.0,0.00030000000000000003,-0.0,0.0018601030181101912,1.3055728617661434e-06,0.6666666666666666,5.0,4.0,23.2,1.6,1.8,1.4,28.8,0.1661544794468387,1
263,0,10,332,23,7,3074,0.030120481927710843,0.007482108002602472,0.7,1,6,0.16666666666666666,0.0008700482770035897,0.00013935610510014193,0.0013405877207958799,1.6095944132030478e-05,0.42857142857142855,2.0,6.0,8.0,1.5,2.5,1.5,15.5,0.09105117158514223,0
264,0,10,1635,41,2,2005,0.0061162079510703364,0.020448877805486283,0.2,0,8,0.0,0.00030000000000000003,-0.0,0.002259851264274182,3.2153518399495265e-06,0.6428571428571429,6.0,2.6666666666666665,11.333333333333334,1.5,0.8333333333333334,2.3333333333333335,15.5,0.08942463659813057,0
265,0,10,1680,49,4,3206,0.005952380952380952,0.015283842794759825,0.4,2,10,0.2,0.0008054582857109626,0.00047047512426136973,0.0009829567132550398,1.1414641582518859e-05,0.21212121212121213,4.0,3.75,21.5,5.25,2.5,1.25,30.5,0.17740377382945807,1
266,0,10,1536,85,3,607,0.006510416666666667,0.1400329489291598,0.3,1,9,0.1111111111111111,0.00032328836213682283,0.0003310375503861928,0.002241372521571039,9.455118238763685e-05,0.5111111111111111,3.0,5.333333333333333,23.333333333333332,0.6666666666666666,4.0,1.3333333333333333,29.333333333333332,0.16934282745207244,1
267,0,10,1480,30,8,3544,0.006756756756756757,0.008465011286681716,0.8,0,8,0.0,0.00030000000000000003,-0.0,0.0023503030594200567,7.1503719102063865e-06,0.6785714285714286,12.0,4.0,7.083333333333333,2.3333333333333335,1.3333333333333333,1.1666666666666667,13.416666666666666,0.0774073145971954,0
268,0,10,137,72,4,1828,0.072992700729927,0.03938730853391685,0.4,0,4,0.0,0.00030000000000000003,-0.0,0.0016636057437769605,0.0,1.0,7.0,3.857142857142857,11.285714285714286,1.0,2.142857142857143,1.8571428571428572,16.142857142857146,0.09313186812971896,0
269,0,80,1117,48,2,2126,0.07162041181736795,0.022577610536218252,0.025,13,9,1.4444444444444444,0.002200278651495721,0.003324315758764911,0.0019418734020382243,0.0003223954105269355,0.2523809523809524,3.0,10.0,12.333333333333334,2.3333333333333335,2.0,1.3333333333333333,24.666666666666668,0.14863663336394659,1
270,0,10,510,47,5,2605,0.0196078431372549,0.01804222648752399,0.5,2,7,0.2857142857142857,0.000548410815367702,0.0003221564876159332,0.0021288204686905955,3.867331470304668e-05,0.4444444444444444,3.0,3.6666666666666665,9.666666666666666,1.6666666666666667,4.0,1.0,14.999999999999998,0.08726329582694099,0
271,0,20,327,61,4,174,0.06116207951070336,0.3505747126436782,0.2,0,7,0.0,0.00030000000000000003,-0.0,0.0016696104806772946,1.2519461055086523e-05,0.5714285714285714,3.0,3.3333333333333335,21.666666666666668,0.6666666666666666,3.0,0.6666666666666666,25.666666666666668,0.14819317660974224,1
272,0,60,1756,72,3,3441,0.03416856492027335,0.020924149956408022,0.05,6,8,0.75,0.0005862027751288078,0.0014169339451408148,0.0024617813448222664,0.00010129814480527429,0.37362637362637363,4.0,2.25,6.25,2.25,3.0,0.75,10.75,0.0634327647474961,0
273,0,10,470,77,2,791,0.02127659574468085,0.09734513274336283,0.2,1,5,0.2,0.0003307840308248773,0.00021642806082691575,0.001441155376040508,0.0,0.5333333333333333,5.0,1.6,16.2,2.2,2.6,1.0,20.0,0.11547211492561911,0
274,0,20,1774,55,0,3956,0.011273957158962795,0.013902932254802831,0.0,2,7,0.2857142857142857,0.00038620886484750305,0.0005798638846163146,0.0020061190435306715,8.999290665586367e-06,0.5833333333333334,7.0,2.142857142857143,14.857142857142858,2.7142857142857144,1.8571428571428572,1.4285714285714286,19.714285714285715,0.1140958470512848,0
275,0,10,1426,73,5,1407,0.0070126227208976155,0.051883439943141436,0.5,1,8,0.125,0.00033642857142857145,0.00011792094075027367,0.0014440808044846028,0.00010157580147997209,0.4166666666666667,4.0,1.5,10.75,0.5,2.0,2.25,12.75,0.07371050728737646,0
276,0,10,745,46,16,3176,0.013422818791946308,0.014483627204030227,1.6,0,7,0.0,0.00030000000000000003,-0.0,0.00186869413546328,2.189993187478692e-06,0.6190476190476191,7.0,7.571428571428571,15.571428571428571,1.0,2.5714285714285716,1.4285714285714286,24.142857142857142,0.1392867765868547,1
277,0,10,564,26,2,1855,0.01773049645390071,0.014016172506738544,0.2,3,11,0.2727272727272727,0.001046901018704075,0.0008133071617270705,0.0021397097450229184,0.00013093539963022626,0.4065934065934066,5.0,5.8,5.8,1.4,2.6,1.2,13.0,0.07718648063673957,0
278,0,20,752,37,5,958,0.026595744680851064,0.038622129436325675,0.25,3,9,0.3333333333333333,0.00039228758850042743,0.0009203936487185311,0.002154028530499771,4.8317715434250124e-05,0.5151515151515151,5.0,1.4,6.2,0.4,3.2,1.6,8.0,0.0465497797064945,0
279,0,10,1703,54,2,823,0.005871990604815032,0.06561360874848117,0.2,1,7,0.14285714285714285,0.00034910359756895116,0.00015777333297081194,0.001437613569868169,7.348122149664154e-05,0.39285714285714285,2.0,2.0,13.0,2.5,0.0,1.0,17.5,0.10113675263526542,0
280,0,10,68,36,1,1631,0.14705882352941177,0.022072348252605765,0.1,1,12,0.08333333333333333,0.00032880998189967604,0.00023229982847479635,0.0027617368442424397,4.069743764068648e-05,0.48717948717948717,5.0,10.0,15.8,1.4,3.4,1.6,27.2,0.1570247066767419,1
281,1,10,72,76,7,1690,0.1388888888888889,0.04497041420118343,0.7,0,6,0.0,0.00030000000000000003,-0.0,0.0020391358022836537,4.84383909869419e-06,0.8,6.0,5.5,6.333333333333333,1.3333333333333333,2.6666666666666665,2.1666666666666665,13.166666666666666,0.0759638880704589,0
282,0,10,462,74,1,348,0.021645021645021644,0.21264367816091953,0.1,1,10,0.1,0.00032125000000000003,0.0003006196787616893,0.002572022483251864,9.013429563404063e-05,0.5454545454545454,6.0,7.5,14.166666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,23.333333333333332,0.1347195065541576,1
